movie_id,title,language,country,genres,budget,revenue,votes_count,duration,year,imdb_rating,profit,roi,budget_category
1621,1911 ,Mandarin,China,Action|Adventure|Drama|History|War,18000000.0,127437.0,4670,121,2011,6.0,-17872563.0,-0.99,Mid budget
1622,Machine Gun Preacher ,English,USA,Action|Biography|Crime|Drama,30000000.0,537580.0,52972,129,2011,6.8,-29462420.0,-0.98,Mid budget
1623,Pitch Perfect 2 ,English,USA,Comedy|Music,29000000.0,183436380.0,97697,115,2015,6.5,154436380.0,5.33,Mid budget
1624,Walk the Line ,English,USA,Biography|Drama|Music|Romance,28000000.0,119518352.0,188637,153,2005,7.9,91518352.0,3.27,Mid budget
1625,Keeping the Faith ,English,USA,Comedy|Drama|Romance,30000000.0,37036404.0,44816,128,2000,6.4,7036404.0,0.23,Mid budget
1626,The Borrowers ,English,UK,Adventure|Comedy|Family|Fantasy,29000000.0,22359293.0,16222,89,1997,5.8,-6640707.0,-0.23,Mid budget
1627,Frost/Nixon ,English,USA,Drama,35000000.0,18593156.0,88682,122,2008,7.7,-16406844.0,-0.47,Mid budget
1628,Serving Sara ,English,Germany,Comedy|Romance,29000000.0,16930185.0,14315,99,2002,5.3,-12069815.0,-0.42,Mid budget
1629,The Boss ,English,USA,Comedy,29000000.0,63034755.0,16984,99,2016,5.3,34034755.0,1.17,Mid budget
1630,Cry Freedom ,English,UK,Biography|Drama|History,29000000.0,5899797.0,9913,147,1987,7.5,-23100203.0,-0.8,Mid budget
1631,Mumford ,English,USA,Comedy|Drama,28000000.0,4554569.0,8134,112,1999,6.9,-23445431.0,-0.84,Mid budget
1632,Seed of Chucky ,English,Romania,Comedy|Fantasy|Horror|Thriller,12000000.0,17016190.0,28632,88,2004,4.9,5016190.0,0.42,Mid budget
1633,The Jacket ,English,USA,Drama|Mystery|Sci-Fi|Thriller,29000000.0,6301131.0,92850,94,2005,7.1,-22698869.0,-0.78,Mid budget
1634,Aladdin ,English,USA,Adventure|Animation|Comedy|Family|Fantasy|Musical|Romance,28000000.0,217350219.0,260939,90,1992,8.0,189350219.0,6.76,Mid budget
1635,Straight Outta Compton ,English,USA,Biography|Crime|Drama|History|Music,28000000.0,161029270.0,119928,167,2015,7.9,133029270.0,4.75,Mid budget
1636,Indiana Jones and the Temple of Doom ,English,USA,Action|Adventure,28000000.0,179870271.0,329969,118,1984,7.6,151870271.0,5.42,Mid budget
1637,The Rugrats Movie ,English,USA,Adventure|Animation|Comedy|Drama|Family|Musical,24000000.0,100491683.0,14005,83,1998,5.9,76491683.0,3.19,Mid budget
1638,Along Came a Spider ,English,USA,Crime|Drama|Thriller,60000000.0,74058698.0,59232,104,2001,6.3,14058698.0,0.23,High budget
1639,Once Upon a Time in Mexico ,English,USA,Action|Crime|Thriller,29000000.0,55845943.0,130094,102,2003,6.4,26845943.0,0.93,Mid budget
1640,Die Hard ,English,USA,Action|Thriller,28000000.0,81350242.0,592582,131,1988,8.2,53350242.0,1.91,Mid budget
1641,Role Models ,English,Germany,Comedy,28000000.0,67266300.0,195255,101,2008,6.9,39266300.0,1.4,Mid budget
1642,The Big Short ,English,USA,Biography|Comedy|Drama|History,28000000.0,70235322.0,182983,130,2015,7.8,42235322.0,1.51,Mid budget
1643,Taking Woodstock ,English,USA,Comedy|Drama|Music,30000000.0,7443007.0,24663,120,2009,6.7,-22556993.0,-0.75,Mid budget
1644,Miracle ,English,USA,Biography|Drama|History|Sport,28000000.0,64371181.0,36636,135,2004,7.5,36371181.0,1.3,Mid budget
1645,Dawn of the Dead ,English,USA,Action|Horror|Thriller,26000000.0,58885635.0,194422,110,2004,7.4,32885635.0,1.26,Mid budget
1646,The Wedding Planner ,English,Germany,Comedy|Romance,35000000.0,60400856.0,61317,103,2001,5.2,25400856.0,0.73,Mid budget
1647,The Royal Tenenbaums ,English,USA,Comedy|Drama,21000000.0,52353636.0,209133,110,2001,7.6,31353636.0,1.49,Mid budget
1648,Identity ,English,USA,Mystery|Thriller,30000000.0,51475962.0,177828,91,2003,7.3,21475962.0,0.72,Mid budget
1649,Last Vegas ,English,USA,Comedy|Romance,28000000.0,63910583.0,106755,105,2013,6.6,35910583.0,1.28,Mid budget
1650,For Your Eyes Only ,English,UK,Action|Adventure|Thriller,28000000.0,62300000.0,72085,127,1981,6.8,34300000.0,1.23,Mid budget
1651,Serendipity ,English,USA,Comedy|Romance,28000000.0,49968653.0,85423,82,2001,6.9,21968653.0,0.78,Mid budget
1652,Timecop ,English,Canada,Action|Crime|Sci-Fi|Thriller,27000000.0,44450000.0,44394,99,1994,5.8,17450000.0,0.65,Mid budget
1653,Zoolander ,English,Germany,Comedy,28000000.0,45162741.0,201084,90,2001,6.6,17162741.0,0.61,Mid budget
1654,Safe Haven ,English,USA,Drama|Romance|Thriller,28000000.0,71346930.0,78008,115,2013,6.7,43346930.0,1.55,Mid budget
1655,Hocus Pocus ,English,USA,Comedy|Family|Fantasy,28000000.0,39514713.0,60494,96,1993,6.7,11514713.0,0.41,Mid budget
1656,No Reservations ,English,USA,Comedy|Drama|Romance,28000000.0,43097652.0,59068,104,2007,6.3,15097652.0,0.54,Mid budget
1657,Kick-Ass ,English,UK,Action|Comedy,30000000.0,48043505.0,435864,117,2010,7.7,18043505.0,0.6,Mid budget
1658,30 Minutes or Less ,English,Germany,Action|Comedy|Crime,28000000.0,37053924.0,77935,83,2011,6.1,9053924.0,0.32,Mid budget
1659,Dracula 2000 ,English,USA,Action|Fantasy|Horror|Thriller,28000000.0,33000377.0,27378,99,2000,4.9,5000377.0,0.18,Mid budget
1660,"Alexander and the Terrible, Horrible, No Good, Very Bad Day ",English,USA,Comedy|Family,28000000.0,66950483.0,29738,81,2014,6.2,38950483.0,1.39,Mid budget
1661,Pride & Prejudice ,English,France,Drama|Romance,28000000.0,38372662.0,193455,135,2005,7.8,10372662.0,0.37,Mid budget
1662,Blade Runner ,English,USA,Sci-Fi|Thriller,28000000.0,27000000.0,461609,117,1982,8.2,-1000000.0,-0.04,Mid budget
1663,Rob Roy ,English,USA,Adventure|Biography,28000000.0,31600000.0,34427,139,1995,6.9,3600000.0,0.13,Mid budget
1664,3 Days to Kill ,English,USA,Action|Drama|Thriller,28000000.0,30688364.0,69355,123,2014,6.2,2688364.0,0.1,Mid budget
1665,We Own the Night ,English,USA,Crime|Drama|Thriller,21000000.0,28563179.0,72693,117,2007,6.9,7563179.0,0.36,Mid budget
1666,Lost Souls ,English,USA,Drama|Horror|Thriller,28000000.0,16779636.0,9338,97,2000,4.8,-11220364.0,-0.4,Mid budget
1667,Winged Migration ,English,France,Documentary,160000000.0,10762178.0,10369,81,2001,8.0,-149237822.0,-0.93,High budget
1668,Just My Luck ,English,USA,Comedy|Fantasy|Romance,28000000.0,17324744.0,44103,103,2006,5.3,-10675256.0,-0.38,Mid budget
1669,"Mystery, Alaska ",English,Canada,Comedy|Drama|Sport,28000000.0,8888143.0,22250,119,1999,6.7,-19111857.0,-0.68,Mid budget
1670,The Spy Next Door ,English,USA,Action|Comedy|Family,28000000.0,24268828.0,29971,94,2010,5.4,-3731172.0,-0.13,Mid budget
1671,A Simple Wish ,English,USA,Comedy|Family|Fantasy,28000000.0,8119205.0,4288,89,1997,5.4,-19880795.0,-0.71,Mid budget
1672,Ghosts of Mars ,English,USA,Action|Horror|Sci-Fi,28000000.0,8434601.0,43006,98,2001,4.9,-19565399.0,-0.7,Mid budget
1673,Our Brand Is Crisis ,English,USA,Comedy|Drama,28000000.0,6998324.0,11476,107,2015,6.1,-21001676.0,-0.75,Mid budget
1674,Pride and Prejudice and Zombies ,English,USA,Action|Horror|Romance,28000000.0,10907291.0,23775,108,2016,5.8,-17092709.0,-0.61,Mid budget
1675,Kundun ,English,USA,Biography|Drama|History|War,28000000.0,5532301.0,21606,134,1997,7.0,-22467699.0,-0.8,Mid budget
1676,How to Lose Friends & Alienate People ,English,UK,Comedy|Drama|Romance,27000000.0,2775593.0,61269,110,2008,6.5,-24224407.0,-0.9,Mid budget
1677,Kick-Ass 2 ,English,USA,Action|Comedy|Crime,28000000.0,28751715.0,202967,103,2013,6.6,751715.0,0.03,Mid budget
1678,Brick Mansions ,English,France,Action|Crime|Drama|Thriller,28000000.0,20285518.0,32103,100,2014,5.7,-7714482.0,-0.28,Mid budget
1679,Octopussy ,English,UK,Action|Adventure|Thriller,27500000.0,67900000.0,74374,131,1983,6.6,40400000.0,1.47,Mid budget
1680,Knocked Up ,English,USA,Comedy|Romance,30000000.0,148734225.0,298590,133,2007,7.0,118734225.0,3.96,Mid budget
1681,My Sister's Keeper ,English,USA,Drama,30000000.0,49185998.0,74476,109,2009,7.4,19185998.0,0.64,Mid budget
1682,"Welcome Home, Roscoe Jenkins ",English,USA,Comedy|Drama|Romance,35000000.0,42168445.0,10791,114,2008,5.3,7168445.0,0.2,Mid budget
1683,A Passage to India ,English,UK,Adventure|Drama|History,16000000.0,26400000.0,12980,164,1984,7.4,10400000.0,0.65,Mid budget
1684,Notes on a Scandal ,English,UK,Crime|Drama|Romance|Thriller,15000000.0,17508670.0,64625,92,2006,7.4,2508670.0,0.17,Mid budget
1685,Rendition ,English,USA,Drama|Thriller,27500000.0,9664316.0,47203,122,2007,6.8,-17835684.0,-0.65,Mid budget
1686,Star Trek VI: The Undiscovered Country ,English,USA,Action|Adventure|Sci-Fi|Thriller,30000000.0,74888996.0,55513,110,1991,7.2,44888996.0,1.5,Mid budget
1687,Divine Secrets of the Ya-Ya Sisterhood ,English,USA,Drama,27000000.0,69586544.0,15352,116,2002,6.0,42586544.0,1.58,Mid budget
1688,The Jungle Book ,English,UK,Adventure|Drama|Family|Fantasy,175000000.0,362645141.0,106221,106,2016,7.8,187645141.0,1.07,High budget
1689,Kiss the Girls ,English,USA,Crime|Drama|Mystery|Thriller,27000000.0,60491560.0,50653,115,1997,6.6,33491560.0,1.24,Mid budget
1690,The Blues Brothers ,English,USA,Action|Comedy|Crime|Music,27000000.0,54200000.0,142448,148,1980,7.9,27200000.0,1.01,Mid budget
1691,Joyful Noise ,English,USA,Comedy|Music,25000000.0,30920167.0,6476,118,2012,5.7,5920167.0,0.24,Mid budget
1692,About a Boy ,English,UK,Comedy|Drama|Romance,30000000.0,40566655.0,144021,101,2002,7.1,10566655.0,0.35,Mid budget
1693,Lake Placid ,English,USA,Action|Comedy|Horror,27000000.0,31768374.0,42761,82,1999,5.6,4768374.0,0.18,Mid budget
1694,Lucky Number Slevin ,English,Germany,Crime|Drama|Mystery|Thriller,27000000.0,22494487.0,262153,110,2006,7.8,-4505513.0,-0.17,Mid budget
1695,The Right Stuff ,English,USA,Adventure|Drama|History,27000000.0,21500000.0,45271,193,1983,7.9,-5500000.0,-0.2,Mid budget
1696,Anonymous ,English,UK,Drama|History|Thriller,30000000.0,4463292.0,34488,130,2011,6.9,-25536708.0,-0.85,Mid budget
1697,Dark City ,English,Australia,Action|Drama|Fantasy|Mystery|Sci-Fi|Thriller,27000000.0,14337579.0,156929,111,1998,7.7,-12662421.0,-0.47,Mid budget
1698,The Duchess ,English,UK,Biography|Drama|History|Romance,13500000.0,13823741.0,61777,110,2008,6.9,323741.0,0.02,Mid budget
1699,The Newton Boys ,English,USA,Action|Crime|Drama|History|Western,27000000.0,10297897.0,8309,123,1998,6.0,-16702103.0,-0.62,Mid budget
1700,Case 39 ,English,USA,Horror|Mystery|Thriller,27000000.0,13248477.0,60555,109,2009,6.2,-13751523.0,-0.51,Mid budget
1701,Suspect Zero ,English,USA,Crime|Drama|Mystery|Thriller,27000000.0,8712564.0,16555,99,2004,5.9,-18287436.0,-0.68,Mid budget
1702,Martian Child ,English,USA,Comedy|Drama|Family,27000000.0,7486906.0,17436,106,2007,6.8,-19513094.0,-0.72,Mid budget
1703,Spy Kids: All the Time in the World in 4D ,English,USA,Action|Adventure|Comedy|Family|Sci-Fi,27000000.0,38536376.0,15866,89,2011,3.6,11536376.0,0.43,Mid budget
1704,Money Monster ,English,USA,Crime|Drama|Thriller,27000000.0,41008532.0,19611,98,2016,6.7,14008532.0,0.52,Mid budget
1705,Formula 51 ,English,UK,Action|Comedy|Crime|Thriller,28000000.0,5204007.0,42876,93,2001,6.3,-22795993.0,-0.81,Mid budget
1706,Flawless ,English,USA,Comedy|Crime|Drama,15000000.0,4485485.0,14612,112,1999,6.4,-10514515.0,-0.7,Mid budget
1707,Mindhunters ,English,USA,Crime|Horror|Mystery|Thriller,27000000.0,4476235.0,49405,101,2004,6.4,-22523765.0,-0.83,Mid budget
1708,What Just Happened ,English,USA,Comedy|Drama,25000000.0,1089365.0,23767,104,2008,5.7,-23910635.0,-0.96,Mid budget
1709,The Statement ,English,Canada,Drama|Thriller,23000000.0,763044.0,4257,120,2003,6.2,-22236956.0,-0.97,Mid budget
1710,Paul Blart: Mall Cop ,English,USA,Action|Comedy|Crime,26000000.0,20819129.0,84209,91,2009,5.2,-5180871.0,-0.2,Mid budget
1711,Freaky Friday ,English,USA,Comedy|Family|Fantasy|Music|Romance,26000000.0,110222438.0,96693,97,2003,6.1,84222438.0,3.24,Mid budget
1712,The 40-Year-Old Virgin ,English,USA,Comedy|Romance,26000000.0,109243478.0,313797,133,2005,7.1,83243478.0,3.2,Mid budget
1713,Shakespeare in Love ,English,USA,Comedy|Drama|Romance,25000000.0,100241322.0,175524,123,1998,7.2,75241322.0,3.01,Mid budget
1714,A Walk Among the Tombstones ,English,USA,Crime|Drama|Mystery|Thriller,28000000.0,25977365.0,87950,114,2014,6.5,-2022635.0,-0.07,Mid budget
1715,Kindergarten Cop ,English,USA,Action|Comedy|Crime,26000000.0,91457688.0,107801,111,1990,6.0,65457688.0,2.52,Mid budget
1716,Pineapple Express ,English,USA,Action|Comedy|Crime,27000000.0,87341380.0,255257,117,2008,7.0,60341380.0,2.23,Mid budget
1717,Ever After: A Cinderella Story ,English,USA,Comedy|Drama|Romance,26000000.0,65703412.0,57958,121,1998,7.0,39703412.0,1.53,Mid budget
1718,Open Range ,English,USA,Drama|Romance|Western,22000000.0,58328680.0,54096,139,2003,7.5,36328680.0,1.65,Mid budget
1719,Flatliners ,English,USA,Drama|Horror|Sci-Fi|Thriller,26000000.0,61490000.0,62037,115,1990,6.6,35490000.0,1.36,Mid budget
1720,A Bridge Too Far ,English,USA,Drama|History|War,26000000.0,50800000.0,40277,175,1977,7.4,24800000.0,0.95,Mid budget
1721,Red Eye ,English,USA,Mystery|Thriller,26000000.0,57859105.0,94108,85,2005,6.5,31859105.0,1.23,Mid budget
1722,Final Destination 2 ,English,USA,Horror|Thriller,26000000.0,46455802.0,120786,90,2003,6.2,20455802.0,0.79,Mid budget
1723,"O Brother, Where Art Thou? ",English,UK,Adventure|Comedy|Crime|Music,26000000.0,45506619.0,225102,107,2000,7.8,19506619.0,0.75,Mid budget
1724,Legion ,English,USA,Action|Fantasy|Horror,26000000.0,40168080.0,80870,100,2010,5.2,14168080.0,0.54,Mid budget
1725,Pain & Gain ,English,USA,Comedy|Crime|Drama,26000000.0,49874933.0,161168,129,2013,6.5,23874933.0,0.92,Mid budget
1726,In Good Company ,English,USA,Comedy|Drama|Romance,26000000.0,45489752.0,48973,109,2004,6.5,19489752.0,0.75,Mid budget
1727,Clockstoppers ,English,USA,Action|Adventure|Comedy|Sci-Fi|Thriller,26000000.0,36985501.0,11212,94,2002,5.2,10985501.0,0.42,Mid budget
1728,Silverado ,English,USA,Action|Crime|Drama|Western,26000000.0,33200000.0,28247,133,1985,7.2,7200000.0,0.28,Mid budget
1729,Brothers ,English,USA,Drama|Thriller,26000000.0,28501651.0,88035,105,2009,7.1,2501651.0,0.1,Mid budget
1730,Agent Cody Banks 2: Destination London ,English,USA,Action|Adventure|Comedy|Family|Romance|Sci-Fi,26000000.0,23222861.0,11092,100,2004,4.5,-2777139.0,-0.11,Mid budget
1731,New Year's Eve ,English,USA,Comedy|Romance,56000000.0,54540525.0,66579,113,2011,5.7,-1459475.0,-0.03,High budget
1732,Original Sin ,English,France,Drama|Mystery|Romance|Thriller,42000000.0,16252765.0,44913,118,2001,6.0,-25747235.0,-0.61,Mid budget
1733,The Raven ,English,USA,Crime|Mystery|Thriller,26000000.0,16005978.0,72886,110,2012,6.4,-9994022.0,-0.38,Mid budget
1734,Welcome to Mooseport ,English,USA,Comedy|Romance,26000000.0,14469428.0,10667,110,2004,5.2,-11530572.0,-0.44,Mid budget
1735,Highlander: The Final Dimension ,English,Canada,Action|Fantasy|Romance|Sci-Fi,26000000.0,13829734.0,16194,99,1994,4.3,-12170266.0,-0.47,Mid budget
1736,Blood and Wine ,English,USA,Crime|Drama|Thriller,22000000.0,1075288.0,7772,101,1996,6.1,-20924712.0,-0.95,Mid budget
1737,The Curse of the Jade Scorpion ,English,USA,Comedy|Crime|Mystery|Romance,26000000.0,7496522.0,31798,103,2001,6.8,-18503478.0,-0.71,Mid budget
1738,Flipper ,English,USA,Adventure|Family,25530000.0,20047715.0,8008,95,1996,5.2,-5482285.0,-0.21,Mid budget
1739,Self/less ,English,USA,Action|Mystery|Sci-Fi|Thriller,26000000.0,12276810.0,57674,117,2015,6.5,-13723190.0,-0.53,Mid budget
1740,The Constant Gardener ,English,UK,Drama|Mystery|Romance|Thriller,15000000.0,33565375.0,111351,129,2005,7.5,18565375.0,1.24,Mid budget
1741,The Passion of the Christ ,Aramaic,USA,Drama,30000000.0,499263.0,179235,120,2004,7.1,-29500737.0,-0.98,Mid budget
1742,Mrs. Doubtfire ,English,USA,Comedy|Drama|Family|Romance,25000000.0,219200000.0,181380,125,1993,6.9,194200000.0,7.77,Mid budget
1743,Rain Man ,English,USA,Drama,25000000.0,172825435.0,383784,133,1988,8.0,147825435.0,5.91,Mid budget
1744,Gran Torino ,English,USA,Drama,33000000.0,148085755.0,561773,116,2008,8.2,115085755.0,3.49,Mid budget
1745,W. ,English,USA,Biography|Drama|History,25100000.0,25517500.0,40941,129,2008,6.4,417500.0,0.02,Mid budget
1746,Taken ,English,France,Action|Thriller,25000000.0,145000989.0,483756,93,2008,7.9,120000989.0,4.8,Mid budget
1747,The Best of Me ,English,USA,Drama|Romance,26000000.0,26761283.0,43084,118,2014,6.7,761283.0,0.03,Mid budget
1748,The Bodyguard ,English,USA,Action|Drama|Music|Romance,25000000.0,121945720.0,89972,129,1992,6.1,96945720.0,3.88,Mid budget
1749,Schindler's List ,English,USA,Biography|Drama|History,22000000.0,96067179.0,865020,185,1993,8.9,74067179.0,3.37,Mid budget
1750,The Help ,English,USA,Drama,25000000.0,169705587.0,318955,146,2011,8.1,144705587.0,5.79,Mid budget
1751,The Fifth Estate ,English,USA,Biography|Drama|Thriller,28000000.0,3254172.0,29282,128,2013,6.2,-24745828.0,-0.88,Mid budget
1752,Scooby-Doo 2: Monsters Unleashed ,English,USA,Adventure|Comedy|Family|Fantasy|Horror|Mystery,80000000.0,84185387.0,33180,93,2004,4.9,4185387.0,0.05,High budget
1753,Freddy vs. Jason ,English,USA,Action|Horror|Thriller,30000000.0,82163317.0,89101,97,2003,5.8,52163317.0,1.74,Mid budget
1754,Jimmy Neutron: Boy Genius ,English,USA,Action|Adventure|Animation|Comedy|Family|Sci-Fi,30000000.0,80920948.0,23943,82,2001,6.0,50920948.0,1.7,Mid budget
1755,Cloverfield ,English,USA,Action|Adventure|Horror|Sci-Fi,25000000.0,80034302.0,296787,85,2008,7.0,55034302.0,2.2,Mid budget
1756,Teenage Mutant Ninja Turtles II: The Secret of the Ooze ,English,USA,Action|Adventure|Comedy|Family|Sci-Fi,25000000.0,78656813.0,42765,88,1991,6.0,53656813.0,2.15,Mid budget
1757,The Untouchables ,English,USA,Crime|Drama|Thriller,25000000.0,76270454.0,219008,119,1987,7.9,51270454.0,2.05,Mid budget
1758,No Country for Old Men ,English,USA,Crime|Drama|Thriller,25000000.0,74273505.0,612060,122,2007,8.1,49273505.0,1.97,Mid budget
1759,Ride Along ,English,USA,Action|Comedy|Crime|Romance,25000000.0,134141530.0,75903,99,2014,6.2,109141530.0,4.37,Mid budget
1760,Bridget Jones's Diary ,English,UK,Comedy|Drama|Romance,26000000.0,71500556.0,171568,97,2001,6.7,45500556.0,1.75,Mid budget
1761,Chocolat ,English,UK,Drama|Romance,25000000.0,71309760.0,150308,121,2000,7.3,46309760.0,1.85,Mid budget
1762,"Legally Blonde 2: Red, White & Blonde ",English,USA,Comedy,45000000.0,89808372.0,46417,95,2003,4.6,44808372.0,1.0,Mid budget
1763,Parental Guidance ,English,USA,Comedy|Family,25000000.0,77264926.0,21176,105,2012,6.1,52264926.0,2.09,Mid budget
1764,No Strings Attached ,English,USA,Comedy|Romance,25000000.0,70625986.0,168717,108,2011,6.2,45625986.0,1.83,Mid budget
1765,Tombstone ,English,USA,Action|Biography|Drama|History|Romance|Western,25000000.0,56505065.0,95241,134,1993,7.8,31505065.0,1.26,Mid budget
1766,Romeo Must Die ,English,USA,Action|Crime|Thriller,25000000.0,55973336.0,57040,115,2000,6.1,30973336.0,1.24,Mid budget
1767,Final Destination 3 ,English,Germany,Horror,25000000.0,54098051.0,102861,86,2006,5.8,29098051.0,1.16,Mid budget
1768,The Lucky One ,English,USA,Drama|Romance,25000000.0,60443237.0,76882,101,2012,6.5,35443237.0,1.42,Mid budget
1769,Bridge to Terabithia ,English,USA,Adventure|Drama|Family|Fantasy,17000000.0,82234139.0,110390,96,2007,7.2,65234139.0,3.84,Mid budget
1770,Finding Neverland ,English,USA,Biography|Drama|Family,25000000.0,51676606.0,174591,101,2004,7.8,26676606.0,1.07,Mid budget
1771,A Madea Christmas ,English,USA,Comedy|Drama,25000000.0,52528330.0,4265,100,2013,4.7,27528330.0,1.1,Mid budget
1772,The Grey ,English,USA,Action|Adventure|Drama|Thriller,25000000.0,51533608.0,203111,117,2011,6.8,26533608.0,1.06,Mid budget
1773,Hide and Seek ,English,USA,Drama|Horror|Mystery|Thriller,30000000.0,51097664.0,70205,101,2005,5.9,21097664.0,0.7,Mid budget
1774,Anchorman: The Legend of Ron Burgundy ,English,USA,Comedy,26000000.0,84136909.0,267921,98,2004,7.2,58136909.0,2.24,Mid budget
1775,Goodfellas ,English,USA,Biography|Crime|Drama,25000000.0,46836394.0,728685,146,1990,8.7,21836394.0,0.87,Mid budget
1776,Agent Cody Banks ,English,USA,Action|Adventure|Comedy|Crime|Family|Romance|Thriller,26000000.0,47285499.0,26755,102,2003,5.0,21285499.0,0.82,Mid budget
1777,Nanny McPhee ,English,USA,Comedy|Family|Fantasy,25000000.0,47124400.0,49676,97,2005,6.6,22124400.0,0.88,Mid budget
1778,Scarface ,English,USA,Crime|Drama,25000000.0,44700000.0,537442,142,1983,8.3,19700000.0,0.79,Mid budget
1779,Nothing to Lose ,English,USA,Action|Adventure|Comedy|Crime,25000000.0,44455658.0,36253,98,1997,6.7,19455658.0,0.78,Mid budget
1780,The Last Emperor ,English,China,Biography|Drama|History,23000000.0,43984230.0,70274,219,1987,7.8,20984230.0,0.91,Mid budget
1781,Contraband ,English,USA,Action|Crime|Drama|Thriller,25000000.0,66489425.0,101977,109,2012,6.5,41489425.0,1.66,Mid budget
1782,Money Talks ,English,USA,Action|Comedy|Crime|Thriller,25000000.0,41067398.0,22748,97,1997,6.1,16067398.0,0.64,Mid budget
1783,There Will Be Blood ,English,USA,Drama,25000000.0,40218903.0,372990,158,2007,8.1,15218903.0,0.61,Mid budget
1784,The Wild Thornberrys Movie ,English,USA,Adventure|Animation|Comedy|Family|Fantasy,25000000.0,39880476.0,12218,85,2002,5.2,14880476.0,0.6,Mid budget
1785,Rugrats Go Wild ,English,USA,Adventure|Animation|Comedy|Family|Fantasy|Musical,25000000.0,39399750.0,5674,80,2003,5.6,14399750.0,0.58,Mid budget
1786,Undercover Brother ,English,USA,Action|Comedy,25000000.0,38230435.0,29661,86,2002,5.8,13230435.0,0.53,Mid budget
1787,The Sisterhood of the Traveling Pants ,English,USA,Comedy|Drama|Family|Romance,25000000.0,39008741.0,44838,119,2005,6.6,14008741.0,0.56,Mid budget
1788,Kiss of the Dragon ,English,France,Action|Crime|Drama|Thriller,25000000.0,36833473.0,53126,98,2001,6.6,11833473.0,0.47,Mid budget
1789,The House Bunny ,English,USA,Comedy|Romance,25000000.0,48237389.0,63969,97,2008,5.5,23237389.0,0.93,Mid budget
1790,Million Dollar Arm ,English,USA,Biography|Drama|Sport,25000000.0,36447959.0,35833,124,2014,7.0,11447959.0,0.46,Mid budget
1791,The Giver ,English,South Africa,Drama|Romance|Sci-Fi,25000000.0,45089048.0,86251,97,2014,6.5,20089048.0,0.8,Mid budget
1792,What a Girl Wants ,English,USA,Comedy|Drama|Family|Romance,20000000.0,35990505.0,48095,105,2003,5.8,15990505.0,0.8,Mid budget
1793,Jeepers Creepers II ,English,USA,Horror,17000000.0,35143332.0,45102,104,2003,5.6,18143332.0,1.07,Mid budget
1794,Good Luck Chuck ,English,USA,Comedy|Romance,25000000.0,35000629.0,74622,101,2007,5.6,10000629.0,0.4,Mid budget
1795,Cradle 2 the Grave ,English,USA,Action|Crime|Drama|Thriller,30000000.0,34604054.0,34942,101,2003,5.8,4604054.0,0.15,Mid budget
1796,The Hours ,English,USA,Drama|Romance,25000000.0,41597830.0,102123,114,2002,7.6,16597830.0,0.66,Mid budget
1797,She's the Man ,English,USA,Comedy|Romance,20000000.0,33687630.0,116762,105,2006,6.4,13687630.0,0.68,Mid budget
1798,Mr. Bean's Holiday ,English,UK,Comedy|Family,25000000.0,32553210.0,88714,90,2007,6.3,7553210.0,0.3,Mid budget
1799,Anacondas: The Hunt for the Blood Orchid ,English,USA,Action|Adventure|Horror|Thriller,25000000.0,31526393.0,22243,97,2004,4.6,6526393.0,0.26,Mid budget
1800,Blood Ties ,English,France,Crime|Drama|Thriller,25500000.0,41229.0,14612,144,2013,6.5,-25458771.0,-1.0,Mid budget
1801,August Rush ,English,USA,Drama|Music,30000000.0,31655091.0,87331,114,2007,7.5,1655091.0,0.06,Mid budget
1802,Elizabeth ,English,UK,Biography|Drama|History,25000000.0,30012990.0,75973,124,1998,7.5,5012990.0,0.2,Mid budget
1803,Bride of Chucky ,English,Canada,Comedy|Fantasy|Horror|Romance,25000000.0,32368960.0,39768,89,1998,5.3,7368960.0,0.29,Mid budget
1804,Tora! Tora! Tora! ,English,Japan,Action|Drama|History|War,25000000.0,14500000.0,25019,160,1970,7.5,-10500000.0,-0.42,Mid budget
1805,Spice World ,English,UK,Comedy|Family|Music,25000000.0,29247405.0,28377,93,1997,3.3,4247405.0,0.17,Mid budget
1806,Dance Flick ,English,USA,Action|Comedy|Music,25000000.0,25615792.0,10161,88,2009,3.5,615792.0,0.02,Mid budget
1807,The Shawshank Redemption ,English,USA,Crime|Drama,25000000.0,28341469.0,1689764,142,1994,9.3,3341469.0,0.13,Mid budget
1808,Crocodile Dundee in Los Angeles ,English,Australia,Adventure|Comedy|Crime,21150000.0,25590119.0,19699,92,2001,4.8,4440119.0,0.21,Mid budget
1809,Kingpin ,English,USA,Comedy|Sport,27000000.0,24944213.0,63459,117,1996,6.9,-2055787.0,-0.08,Mid budget
1810,The Gambler ,English,USA,Crime|Drama|Thriller,25000000.0,33631221.0,48559,111,2014,6.0,8631221.0,0.35,Mid budget
1811,August: Osage County ,English,USA,Drama,25000000.0,37738400.0,67797,121,2013,7.3,12738400.0,0.51,Mid budget
1812,A Lot Like Love ,English,USA,Comedy|Drama|Romance,30000000.0,21835784.0,58297,107,2005,6.6,-8164216.0,-0.27,Mid budget
1813,Eddie the Eagle ,English,UK,Biography|Comedy|Drama|Sport,23000000.0,15785632.0,32507,106,2016,7.5,-7214368.0,-0.31,Mid budget
1814,He Got Game ,English,USA,Drama|Sport,25000000.0,21554585.0,36108,136,1998,6.9,-3445415.0,-0.14,Mid budget
